rank,player_name,nation,position,squad,competition,age,birth_year,matches_played,starts,minutes,nineties_played,goals,assists,goals_assists,goals_minus_pk,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,non_penalty_xg,expected_assists,npxg_plus_xag,progressive_carries,progressive_passes,progressive_receives,goals_assists_minus_pk,xg_plus_xag,MP,Starts,Min,season,table_type,processed_at
1849,Stephan El Shaarawy,ITA,"MF,FW",Roma,Serie A,0.0,1992.0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,9,5,12,0.0,0.19,4,2,126.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1850,Luke Shaw,ENG,DF,Manchester Utd,Premier League,0.0,1995.0,0,0,0,6.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,31,7,0.0,0.02,7,7,605.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1851,Kwasi Sibo,GHA,MF,Oviedo,La Liga,0.0,1998.0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.0,0.04,5,3,294.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1852,Djibril Sidibé,FRA,"DF,MF",Toulouse,Ligue 1,0.0,1992.0,0,0,0,4.5,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,4,18,22,0.22,0.05,7,5,406.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1853,Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,0.0,2003.0,0,0,0,2.6,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.6,9,2,19,0.38,0.59,6,2,237.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1854,Jamil Siebert,GER,DF,Lecce,Serie A,0.0,2002.0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,1,78.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1855,Francisco Sierralta,CHI,DF,Auxerre,Ligue 1,0.0,1997.0,0,0,0,5.7,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,1,13,2,0.18,0.17,6,6,514.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1856,Tim Siersleben,GER,DF,Heidenheim,Bundesliga,0.0,2000.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.0,0.03,4,3,267.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1857,André Silva,POR,FW,Elche,La Liga,0.0,1995.0,0,0,0,4.0,4,0,4,4,0,0,0,0,3.1,3.1,0.3,3.4,10,13,27,0.99,0.85,7,4,364.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1858,Bernardo Silva,POR,MF,Manchester City,Premier League,0.0,1994.0,0,0,0,4.1,0,1,1,0,0,0,1,0,0.1,0.1,1.7,1.7,7,16,21,0.24,0.42,7,4,373.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1859,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,0.0,1997.0,0,0,0,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,6,20,30,0.0,0.11,7,4,415.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1860,Fábio Silva,POR,FW,Dortmund,Bundesliga,0.0,2002.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,2,2,0.0,1.66,2,0,14.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1861,Jota Silva,POR,FW,Nott'ham Forest,Premier League,0.0,1999.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1,0,12.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1862,Marco Silvestri,ITA,GK,Cremonese,Serie A,0.0,1991.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,2,180.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1863,Abdallah Sima,SEN,MF,Lens,Ligue 1,0.0,2001.0,0,0,0,0.6,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,1,2,1,1.67,0.22,2,0,54.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1864,Giovanni Simeone,ARG,FW,Torino,Serie A,0.0,1995.0,0,0,0,4.7,2,0,2,2,0,0,0,0,1.9,1.9,0.5,2.4,5,6,26,0.43,0.52,6,6,419.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1865,Giuliano Simeone,ARG,"MF,FW",Atlético Madrid,La Liga,0.0,2002.0,0,0,0,6.7,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,20,16,68,0.44,0.47,8,7,607.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1866,Moses Simon,NGA,"FW,MF",Paris FC,Ligue 1,0.0,1995.0,0,0,0,5.8,2,2,4,2,0,0,0,0,1.6,1.6,1.4,3.0,28,11,69,0.69,0.51,7,7,523.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1867,Unai Simón,ESP,GK,Athletic Club,La Liga,0.0,1997.0,0,0,0,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1868,Xavi Simons,NED,"FW,MF",Tottenham,Premier League,0.0,2003.0,0,0,0,2.8,0,1,1,0,0,0,1,0,0.3,0.3,0.6,0.9,13,17,15,0.36,0.31,4,3,250.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1869,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,0.0,2003.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,3,0.0,0.03,1,1,90.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1870,Danel Sinani,LUX,MF,St. Pauli,Bundesliga,0.0,1997.0,0,0,0,5.8,2,1,3,1,1,1,1,0,1.2,0.5,1.4,1.8,9,42,33,0.34,0.44,6,6,522.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1871,Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,0.0,1999.0,0,0,0,6.3,2,1,3,2,0,0,1,0,1.1,1.1,1.3,2.4,10,13,45,0.48,0.37,7,7,567.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1872,Antonio Sivera,ESP,GK,Alavés,La Liga,0.0,1996.0,0,0,0,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1873,Telli Siwe,FRA,DF,Auxerre,Ligue 1,0.0,2004.0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.01,3,3,225.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1874,Tim Skarke,GER,"MF,DF",Union Berlin,Bundesliga,0.0,1996.0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,7,0.0,0.15,5,0,122.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1875,Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,0.0,1995.0,0,0,0,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,2,2,167.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1876,Leo Skiri Østigård,NOR,DF,Genoa,Serie A,0.0,1999.0,0,0,0,3.5,0,0,0,0,0,0,4,0,0.5,0.5,0.0,0.5,0,8,0,0.0,0.13,4,4,315.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1877,Łukasz Skorupski,POL,GK,Bologna,Serie A,0.0,1991.0,0,0,0,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1878,Andreas Skov Olsen,DEN,FW,Wolfsburg,Bundesliga,0.0,1999.0,0,0,0,3.5,1,0,1,1,0,0,1,0,0.3,0.3,0.8,1.1,7,9,21,0.29,0.33,5,4,311.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1879,Robert Skov,DEN,DF,Union Berlin,Bundesliga,0.0,1996.0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,4,1,0.0,0.03,3,3,220.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1880,Adam Smith,ENG,DF,Bournemouth,Premier League,0.0,1991.0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,6,2,0.0,0.12,3,3,204.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1881,Eric Smith,SWE,DF,St. Pauli,Bundesliga,0.0,1997.0,0,0,0,6.0,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,4,17,2,0.17,0.03,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1882,Emile Smith Rowe,ENG,MF,Fulham,Premier League,0.0,2000.0,0,0,0,1.5,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,2,8,10,0.69,0.56,7,0,131.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1883,Ivan Smolčić,CRO,DF,Como,Serie A,0.0,2000.0,0,0,0,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,10,0.0,0.04,4,2,260.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1884,Simon Sohm,SUI,MF,Fiorentina,Serie A,0.0,2001.0,0,0,0,2.7,0,0,0,0,0,0,2,0,0.0,0.0,1.0,1.0,9,11,8,0.0,0.39,5,3,239.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1885,Alex Sola,ESP,FW,Getafe,La Liga,0.0,1999.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1,0,13.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1886,Dominic Solanke,ENG,FW,Tottenham,Premier League,0.0,1997.0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.57,2,0,33.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1887,Carlos Soler,ESP,MF,Real Sociedad,La Liga,0.0,1997.0,0,0,0,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,9,24,8,0.0,0.24,5,2,215.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1888,Julio Soler,ARG,FW,Bournemouth,Premier League,0.0,2005.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,1.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1889,Oumar Solet,FRA,DF,Udinese,Serie A,0.0,2000.0,0,0,0,6.0,0,1,1,0,0,0,0,0,0.5,0.5,0.3,0.9,14,39,5,0.17,0.14,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1890,Jhon Solis,COL,MF,Girona,La Liga,0.0,2004.0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,8,3,0.0,0.03,7,3,300.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1891,Manor Solomon,ISR,"MF,DF",Villarreal,La Liga,0.0,1999.0,0,0,0,1.1,1,1,2,1,0,0,0,0,0.4,0.4,0.2,0.6,4,4,8,1.76,0.53,3,1,102.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1892,Yann Sommer,SUI,GK,Inter,Serie A,0.0,1988.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,4,4,360.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1893,Oliver Sonne,PER,"DF,FW",Burnley,Premier League,0.0,2000.0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,3,0.0,0.06,3,1,104.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1894,David Soria,ESP,GK,Getafe,La Liga,0.0,1993.0,0,0,0,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1895,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,0.0,2003.0,0,0,0,6.0,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,11,47,6,0.17,0.2,7,6,536.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1896,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,0.0,1990.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,4,0,29.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1897,Riccardo Sottil,ITA,FW,Lecce,Serie A,0.0,1999.0,0,0,0,2.7,1,1,2,1,0,0,0,0,0.0,0.0,0.8,0.8,9,5,21,0.73,0.3,5,3,245.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1898,Tomáš Souček,CZE,MF,West Ham,Premier League,0.0,1995.0,0,0,0,2.6,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,1,4,2,0.0,0.07,4,3,232.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1899,Matìas Soulé,ARG,"MF,FW",Roma,Serie A,0.0,2003.0,0,0,0,5.4,3,2,5,3,0,0,0,0,1.4,1.4,0.9,2.3,25,29,37,0.93,0.42,6,6,485.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1900,Aboubaka Soumahoro,FRA,DF,Hamburger SV,Bundesliga,0.0,2005.0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,1,1,45.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1901,Sambou Soumano,SEN,FW,Lorient,Ligue 1,0.0,2001.0,0,0,0,3.3,1,2,3,1,0,1,1,0,2.3,1.4,0.6,2.0,3,4,13,0.91,0.88,7,3,298.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1902,Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,0.0,2000.0,0,0,0,7.0,3,1,4,2,1,1,1,0,3.9,3.1,1.7,4.9,18,15,43,0.43,0.81,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1903,Vinicius Souza,BRA,MF,Wolfsburg,Bundesliga,0.0,1999.0,0,0,0,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,18,5,0.0,0.02,6,6,462.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1904,Djibril Sow,SUI,MF,Sevilla,La Liga,0.0,1997.0,0,0,0,2.8,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,5,20,2,0.36,0.14,4,3,250.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1905,Djed Spence,ENG,DF,Tottenham,Premier League,0.0,2000.0,0,0,0,4.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,18,24,25,0.0,0.05,6,5,403.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1906,Leonardo Spinazzola,ITA,DF,Napoli,Serie A,0.0,1993.0,0,0,0,3.1,1,1,2,1,0,0,1,0,0.1,0.1,0.7,0.8,14,10,12,0.64,0.26,5,3,281.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1907,Anton Stach,GER,MF,Leeds United,Premier League,0.0,1998.0,0,0,0,6.7,1,1,2,1,0,0,1,0,0.6,0.6,1.0,1.6,11,34,19,0.3,0.24,7,7,606.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1908,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,0.0,1996.0,0,0,0,3.2,1,0,1,1,0,0,2,0,0.4,0.4,0.2,0.7,0,8,5,0.31,0.21,4,4,290.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1909,Benjamin Stambouli,FRA,MF,Metz,Ligue 1,0.0,1990.0,0,0,0,4.9,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,2,14,2,0.0,0.21,5,5,443.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1910,Nicolae Stanciu,ROU,"MF,FW",Genoa,Serie A,0.0,1993.0,0,0,0,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,4,8,0.0,0.27,3,2,172.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1911,Otto Stange,GER,MF,Hamburger SV,Bundesliga,0.0,2007.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,1,0,16.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1912,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,0.0,2000.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,11,14,0.0,0.03,3,3,270.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1913,Carl Starfelt,SWE,DF,Celta Vigo,La Liga,0.0,1995.0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,0,0.0,0.12,3,1,123.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1914,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,0.0,1995.0,0,0,0,1.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,2,2,139.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1915,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,0.0,2004.0,0,0,0,1.3,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.7,0,1,9,0.8,0.59,3,1,113.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1916,Calvin Stengs,NED,MF,Pisa,Serie A,0.0,1998.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,1,0.0,0.54,2,0,13.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1917,Angelo Stiller,GER,MF,Stuttgart,Bundesliga,0.0,2001.0,0,0,0,5.4,0,1,1,0,0,1,0,0,1.0,0.2,0.9,1.1,15,40,9,0.19,0.35,6,5,484.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1918,Kevin Stöger,AUT,MF,Gladbach,Bundesliga,0.0,1993.0,0,0,0,3.1,0,0,0,0,0,0,0,0,0.9,0.9,1.1,2.0,6,14,23,0.0,0.65,5,4,281.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1919,John Stones,ENG,DF,Manchester City,Premier League,0.0,1994.0,0,0,0,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,14,2,0.0,0.0,4,3,265.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1920,Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,0.0,2000.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,2,2,14,0.0,0.16,5,4,362.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1921,Pascal Struijk,NED,DF,Leeds United,Premier League,0.0,1999.0,0,0,0,7.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1,18,1,0.0,0.09,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1922,Cristhian Stuani,URU,FW,Girona,La Liga,0.0,1986.0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,4,1,104.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1923,Nikola Štulić,SRB,FW,Lecce,Serie A,0.0,2001.0,0,0,0,3.8,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,1,5,17,0.0,0.18,5,4,346.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1924,Denis Suárez,ESP,MF,Alavés,La Liga,0.0,1994.0,0,0,0,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,9,2,0.0,0.07,6,1,159.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1925,Gabriel Suazo,CHI,"DF,MF",Sevilla,La Liga,0.0,1997.0,0,0,0,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,9,18,25,0.0,0.05,6,5,480.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1926,Luka Sučić,CRO,MF,Real Sociedad,La Liga,0.0,2002.0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,7,4,0.0,0.26,4,1,123.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1927,Petar Sucic,CRO,MF,Inter,Serie A,0.0,2003.0,0,0,0,3.0,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,9,23,19,0.67,0.26,5,3,267.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1928,Yukinari Sugawara,JPN,DF,Werder Bremen,Bundesliga,0.0,2000.0,0,0,0,4.8,0,1,1,0,0,0,0,0,0.9,0.9,0.1,1.0,11,17,28,0.21,0.21,5,5,432.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1929,Pavel Šulc,CZE,"FW,MF",Lyon,Ligue 1,0.0,2000.0,0,0,0,1.7,1,1,2,1,0,0,2,0,1.4,1.4,1.0,2.4,3,3,7,1.17,1.42,7,1,154.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1930,Kamaldeen Sulemana,GHA,MF,Atalanta,Serie A,0.0,2002.0,0,0,0,3.8,2,1,3,2,0,0,1,0,0.7,0.7,0.9,1.6,17,16,25,0.79,0.44,6,4,340.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1931,Crysencio Summerville,NED,"MF,FW",West Ham,Premier League,0.0,2001.0,0,0,0,3.5,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,10,12,24,0.29,0.2,5,4,312.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1932,Yuito Suzuki,JPN,MF,Freiburg,Bundesliga,0.0,2001.0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,5,3,10,0.0,0.58,2,2,137.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1933,Zion Suzuki,JPN,GK,Parma,Serie A,0.0,2002.0,0,0,0,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1934,Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,0.0,1999.0,0,0,0,2.5,1,0,1,1,0,0,2,1,0.8,0.8,0.1,0.9,2,12,5,0.4,0.38,5,2,224.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1935,Daniel Svensson,SWE,"DF,MF",Dortmund,Bundesliga,0.0,2002.0,0,0,0,6.0,1,0,1,1,0,0,0,0,0.5,0.5,0.9,1.4,12,23,49,0.17,0.23,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1936,Mile Svilar,SRB,GK,Roma,Serie A,0.0,1999.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1937,Williot Swedberg,SWE,"MF,FW",Celta Vigo,La Liga,0.0,2004.0,0,0,0,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,4,17,0.0,0.12,6,3,236.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1938,Lamine Sy,MTN,DF,Auxerre,Ligue 1,0.0,2002.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,5,0,0.0,1.62,2,0,25.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1939,Fodé Sylla,FRA,MF,Lens,Ligue 1,0.0,2006.0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,2,1,63.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1940,Wojciech Szczęsny,POL,GK,Barcelona,La Liga,0.0,1990.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,2,180.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1941,Dominik Szoboszlai,HUN,"MF,DF",Liverpool,Premier League,0.0,2000.0,0,0,0,7.0,1,0,1,1,0,0,2,0,1.0,1.0,1.0,2.1,15,42,31,0.14,0.29,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1942,Alexander Sørloth,NOR,FW,Atlético Madrid,La Liga,0.0,1995.0,0,0,0,3.3,2,0,2,2,0,0,2,1,1.3,1.3,0.1,1.4,6,4,18,0.61,0.41,7,3,297.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1943,Musa Al-Taamari,JOR,"FW,MF",Rennes,Ligue 1,0.0,1997.0,0,0,0,3.1,0,1,1,0,0,0,1,0,1.0,1.0,0.9,1.8,18,8,26,0.33,0.6,6,2,276.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1944,Haris Tabakovic,BIH,FW,Gladbach,Bundesliga,0.0,1994.0,0,0,0,2.7,2,1,3,2,0,0,0,0,1.8,1.8,0.2,2.0,0,1,10,1.1,0.73,5,2,245.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1945,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,0.0,1992.0,0,0,0,3.6,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.7,8,16,9,0.28,0.19,5,3,325.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1946,Jonathan Tah,GER,DF,Bayern Munich,Bundesliga,0.0,1996.0,0,0,0,5.7,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,2,22,0,0.17,0.02,6,6,517.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1947,Chemsdine Talbi,MAR,FW,Sunderland,Premier League,0.0,2005.0,0,0,0,5.6,0,1,1,0,0,0,0,0,0.9,0.9,0.3,1.1,10,4,33,0.18,0.2,7,6,501.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1948,Montassar Talbi,TUN,DF,Lorient,Ligue 1,0.0,1998.0,0,0,0,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8,18,4,0.0,0.02,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1949,Adrien Tameze,CMR,"DF,MF",Torino,Serie A,0.0,1994.0,0,0,0,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,1,0.0,0.01,6,1,188.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1950,Ao Tanaka,JPN,MF,Leeds United,Premier League,0.0,1998.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,10,2,0.0,0.13,5,2,182.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1951,Axel Tapé,FRA,DF,Leverkusen,Bundesliga,0.0,2007.0,0,0,0,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,5,0.0,0.12,4,2,163.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
1952,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,0.0,1999.0,0,0,0,6.0,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,2,26,1,0.17,0.08,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
